gid,grid_rank,RiskScore_A_grid,RiskScore_A_norm_grid,예상_감소량_상대,적용후_위험도,is_top15,grid_area,piece_count
다사730450,87,0.2665101222708717,0.40025835535721577,0.04002583553572158,0.3602325198214942,True,10000.000000034892,5
다사729447,88,0.2661732098970566,0.3997523633465046,0.039975236334650464,0.35977712701185416,True,9999.999235002524,5
다사727451,89,0.26481578392872107,0.3977137125028682,0.03977137125028682,0.3579423412525814,True,10000.000000196575,8
다사737477,90,0.26386830047550136,0.39629073402279213,0.03962907340227922,0.3566616606205129,True,9999.99999979987,3
다사737460,91,0.2625145519025527,0.39425760607718674,0.03942576060771868,0.35483184546946805,True,10000.000000006949,4
다사744477,92,0.2620499899762149,0.39355990352460396,0.0393559903524604,0.35420391317214356,True,9999.999999874784,7
다사748480,93,0.2618409663289669,0.39324598125941806,0.03932459812594181,0.35392138313347626,True,9223.00018222854,8
다사731473,94,0.2599691150466707,0.39043474051050686,0.039043474051050686,0.3513912664594562,True,9999.99999998786,5
다사749479,95,0.2590136858763337,0.3889998287513554,0.03889998287513555,0.3500998458762199,True,5663.873472160117,3
다사731457,96,0.2573640706100349,0.3865223532699931,0.03865223532699932,0.34787011794299383,True,10000.000736955708,10
다사749483,97,0.25691642843546675,0.3858500616547461,0.03858500616547461,0.3472650554892715,True,9999.998861136992,12
다사734470,98,0.25504570661839576,0.3830405171937269,0.03830405171937269,0.3447364654743542,True,10000.000142611449,13
다사736461,99,0.2527799243401884,0.3796376509890764,0.03796376509890764,0.3416738858901688,True,10000.000000075719,5
다사730470,100,0.25274171767147546,0.3795802702852877,0.03795802702852877,0.34162224325675894,True,9999.999787767729,7
다사737458,101,0.25164695132258963,0.37793609491749386,0.03779360949174939,0.3401424854257445,True,9999.999999893476,4
다사748485,102,0.2504111758205211,0.37608014488514974,0.037608014488514974,0.33847213039663476,True,8555.55315366358,4
다사735478,103,0.24913350690271496,0.374161277206224,0.0374161277206224,0.3367451494856016,True,10000.000858864818,5
다사729461,104,0.24809797082192364,0.37260605684506515,0.037260605684506516,0.33534545116055864,True,10000.000224220255,15
다사737462,105,0.24796433815596144,0.3724053605613958,0.03724053605613958,0.3351648245052562,True,10000.000000035596,7
다사733470,106,0.24666751457608121,0.37045772544401834,0.037045772544401834,0.3334119528996165,True,9999.999785553911,5
다사737465,107,0.24651886050552504,0.37023446925663234,0.037023446925663235,0.3332110223309691,True,10000.000000094233,7
다사740477,108,0.24601598158899662,0.36947922031389646,0.03694792203138965,0.3325312982825068,True,9999.999999887295,5
다사728461,109,0.24569759589384643,0.36900105260445176,0.036900105260445175,0.3321009473440066,True,9999.999956995827,12
다사735455,110,0.24544123111250343,0.3686160310342483,0.03686160310342483,0.33175442793082344,True,10000.000433745774,10
다사740470,111,0.24504159646414922,0.36801583954534334,0.03680158395453433,0.331214255590809,True,9999.99961571674,16
다사732475,112,0.24450432117421803,0.36720893239266345,0.03672089323926635,0.3304880391533971,True,10000.000000132839,5
다사740478,113,0.24372170597269585,0.3660335613757216,0.03660335613757216,0.3294302052381494,True,9661.159439671734,4
다사737457,114,0.24355753130385582,0.36578699557033567,0.03657869955703357,0.3292082960133021,True,9999.999848851345,8
다사737463,115,0.2431281357704316,0.3651421076818695,0.03651421076818695,0.32862789691368255,True,9999.999999853535,4
다사745479,116,0.24271440949004444,0.3645207526686159,0.03645207526686159,0.32806867740175427,True,8658.275576645341,6
다사734461,117,0.24231115634074685,0.3639151267323282,0.03639151267323282,0.32752361405909536,True,10000.000669842726,8
다사753478,118,0.2421276069422912,0.3636394629799473,0.0,0.3636394629799473,False,10000.000000014923,4
다사739482,119,0.24045141332861406,0.3611220707947875,0.0,0.3611220707947875,False,9999.99999996302,9
다사732472,120,0.2402116091436615,0.3607619207642407,0.0,0.3607619207642407,False,10000.000000020842,5
다사748482,121,0.2397937786345953,0.36013440181317086,0.0,0.36013440181317086,False,9999.999999930656,8
다사737468,122,0.23829432707689405,0.3578824497698135,0.0,0.3578824497698135,False,9999.999337379155,7
다사732473,123,0.23485312774546901,0.3527142828982654,0.0,0.3527142828982654,False,10000.000000064816,6
다사739467,124,0.23300640894306565,0.3499407873763732,0.0,0.3499407873763732,False,9513.322085520675,11
다사753477,125,0.2326285636082231,0.349373320178449,0.0,0.349373320178449,False,9999.99999987583,5
다사722444,126,0.23097999895671872,0.3468974225634214,0.0,0.3468974225634214,False,10000.00004435488,11
다사741473,127,0.23077390499213823,0.3465879002435591,0.0,0.3465879002435591,False,9999.999999992988,8
다사720443,128,0.23075541842603686,0.34656013618536546,0.0,0.34656013618536546,False,355.06306149769966,3
다사740475,129,0.2304831004763088,0.3461511553415474,0.0,0.3461511553415474,False,10000.000000013444,3
다사729473,130,0.23031711541024877,0.34590187059022554,0.0,0.34590187059022554,False,5672.413128136989,3
다사725445,131,0.22966286114656398,0.34491927850953247,0.0,0.34491927850953247,False,10000.00000001336,4
다사725449,132,0.22834847315009404,0.34294526426464894,0.0,0.34294526426464894,False,10000.000000134498,7
다사748484,133,0.22715233627527898,0.3411488455237165,0.0,0.3411488455237165,False,10000.000000040689,5
다사729445,134,0.22702170107812492,0.34095265099001876,0.0,0.34095265099001876,False,9999.998594081226,6
다사736477,135,0.2269918081247387,0.34090775624359354,0.0,0.34090775624359354,False,9999.999949573183,4
다사727442,136,0.22559220124503107,0.3388057559779186,0.0,0.3388057559779186,False,9999.999955685633,7
다사729465,137,0.22510067188121333,0.3380675523663818,0.0,0.3380675523663818,False,9999.999999885466,5
다사745477,138,0.223873719670473,0.33622485359836396,0.0,0.33622485359836396,False,10000.000088180508,9
다사723444,139,0.22236943976223425,0.33396565009442875,0.0,0.33396565009442875,False,9999.999999983263,10
다사729471,140,0.22177553241258596,0.33307369005561577,0.0,0.33307369005561577,False,10000.000047177611,10
다사753479,141,0.22058064325424703,0.3312791451982733,0.0,0.3312791451982733,False,10000.000000025368,4
다사731466,142,0.2202788693484263,0.33082592591262544,0.0,0.33082592591262544,False,10000.00000017511,5
다사749481,143,0.22021654028116072,0.3307323169729645,0.0,0.3307323169729645,False,10000.000000003509,9
다사734462,144,0.21800851883333577,0.32741619889921414,0.0,0.32741619889921414,False,9999.999999932475,12
다사744478,145,0.21765645050542953,0.32688744491155913,0.0,0.32688744491155913,False,9999.999999886775,8
다사752481,146,0.2176039786757782,0.3268086400689519,0.0,0.3268086400689519,False,9999.999866582182,9
다사739483,147,0.2175813647953722,0.32677467740178395,0.0,0.32677467740178395,False,9620.081899166542,4
다사736455,148,0.21746877128579079,0.32660557878524765,0.0,0.32660557878524765,False,10000.00019396369,10
다사742475,149,0.21732682710309278,0.3263923998461697,0.0,0.3263923998461697,False,10000.00000001701,4
다사739471,150,0.21649289615449702,0.3251399602497959,0.0,0.3251399602497959,False,9999.999999945927,9
다사729454,151,0.21647397030079427,0.32511153644730684,0.0,0.32511153644730684,False,10000.005586725834,5
다사730469,152,0.21603188524613293,0.3244475907952655,0.0,0.3244475907952655,False,10000.000000000535,10
다사731467,153,0.2157313739983104,0.3239962678331398,0.0,0.3239962678331398,False,10000.000000054557,7
다사732452,154,0.21457242818425135,0.3222557045046972,0.0,0.3222557045046972,False,9999.999999806963,7
다사742478,155,0.21435652402715705,0.32193144874248825,0.0,0.32193144874248825,False,10000.000294779056,4
다사728444,156,0.21356592644071284,0.3207440893769106,0.0,0.3207440893769106,False,10000.000191442083,7
다사737481,157,0.2127925344767119,0.3195825702836776,0.0,0.3195825702836776,False,4740.308983163621,5
다사747481,158,0.21275618438655747,0.3195279778832902,0.0,0.3195279778832902,False,10000.000000053456,5
다사745478,159,0.21266044001007345,0.3193841841454026,0.0,0.3193841841454026,False,9999.999999946363,13
다사734464,160,0.21245172356105424,0.3190707232460245,0.0,0.3190707232460245,False,10000.000000180413,11
다사733453,161,0.21225106645963607,0.31876936628171837,0.0,0.31876936628171837,False,10000.000000009142,7
다사738481,162,0.21201742996383957,0.31841847919809807,0.0,0.31841847919809807,False,9580.129629991981,4
다사731460,163,0.21136064912749927,0.31743209258304655,0.0,0.31743209258304655,False,10000.006912504849,10
다사753480,164,0.211109814437064,0.31705537638253356,0.0,0.31705537638253356,False,10000.00045724312,9
다사738476,165,0.21090367665202872,0.3167457882509003,0.0,0.3167457882509003,False,10000.001158778325,11
다사746479,166,0.210567608829251,0.31624106462957086,0.0,0.31624106462957086,False,8196.23115600448,5
다사730449,167,0.2101062803385627,0.31554821821387397,0.0,0.31554821821387397,False,10000.000000108406,5
다사726450,168,0.20963598025253918,0.3148418978034064,0.0,0.3148418978034064,False,9999.999999988113,6
다사747483,169,0.20806572539947552,0.31248360979684364,0.0,0.31248360979684364,False,9999.999999966836,3
다사744482,170,0.20728964379596693,0.31131805126722195,0.0,0.31131805126722195,False,10000.000000121532,5
다사744483,171,0.20649960956267013,0.31013153797383985,0.0,0.31013153797383985,False,9999.998041927458,5
다사740481,172,0.2041174359706,0.30655386941846585,0.0,0.30655386941846585,False,5873.816822520683,3
다사732453,173,0.20318821338190618,0.30515831602656374,0.0,0.30515831602656374,False,9999.999999909895,8
다사740482,174,0.20293651338512478,0.3047803002652984,0.0,0.3047803002652984,False,9999.999999856214,3
다사730468,175,0.20256881370078494,0.3042280703174631,0.0,0.3042280703174631,False,9999.999999719284,8
다사747479,176,0.20227379188587002,0.3037849916627907,0.0,0.3037849916627907,False,4545.433438750571,6
다사733475,177,0.20226257033382597,0.30376813856945434,0.0,0.30376813856945434,False,10000.000000045064,5
다사725458,178,0.20221000675876513,0.3036891959389596,0.0,0.3036891959389596,False,6706.035738616746,6
다사729452,179,0.19982112658912035,0.30010145510682834,0.0,0.30010145510682834,False,9999.999999950607,7
다사730456,180,0.1993368362472703,0.2993741234239166,0.0,0.2993741234239166,False,10000.000240700505,4
다사734476,181,0.19839450188290023,0.2979588781054067,0.0,0.2979588781054067,False,10000.000000013446,10
다사740476,182,0.19814687743930715,0.2975869832156582,0.0,0.2975869832156582,False,9999.999999974843,4
다사742466,183,0.19760028170376429,0.29676607814725214,0.0,0.29676607814725214,False,16.08201106844777,2
다사742474,184,0.19754658108439752,0.2966854278462195,0.0,0.2966854278462195,False,9999.99999993618,4
다사735479,185,0.19688134633421717,0.2956863447166,0.0,0.2956863447166,False,10000.00000015922,4
다사739459,186,0.1960450339330754,0.29443032853457435,0.0,0.29443032853457435,False,3310.2341601728967,4
다사736480,187,0.19553856653678647,0.29366969023178363,0.0,0.29366969023178363,False,4022.918562564665,6
다사751479,188,0.1950736702099672,0.2929714854596769,0.0,0.2929714854596769,False,9999.999999474436,4
다사734477,189,0.19309830063830755,0.2900047757180799,0.0,0.2900047757180799,False,9999.99999997983,7
다사731463,190,0.19266058687350626,0.28934739508981805,0.0,0.28934739508981805,False,9999.998773121077,9
다사728452,191,0.19226396810442759,0.288751733000654,0.0,0.288751733000654,False,9999.999999867607,6
다사724446,192,0.19110265899466441,0.2870076203554212,0.0,0.2870076203554212,False,10000.000236137214,17
다사742482,193,0.19094033216664708,0.28676382973066383,0.0,0.28676382973066383,False,9999.999744204097,4
다사728449,194,0.19073789039105657,0.28645979245259345,0.0,0.28645979245259345,False,9999.999999993572,7
다사741481,195,0.1903932084889822,0.2859421317721279,0.0,0.2859421317721279,False,6110.441272357662,4
다사731464,196,0.18896036455164406,0.28379021441545954,0.0,0.28379021441545954,False,10003.509618109189,7
다사725442,197,0.1879928768459578,0.282337192539192,0.0,0.282337192539192,False,3364.525713239364,4
다사727449,198,0.18789529929060583,0.2821906456407396,0.0,0.2821906456407396,False,10000.000000060523,9
다사746478,199,0.18784096272973821,0.28210904025065786,0.0,0.28210904025065786,False,9999.999840890521,11
다사739481,200,0.18739035923756636,0.2814323011791429,0.0,0.2814323011791429,False,6639.470367251313,5
다사739476,201,0.18658736960812095,0.2802263308178219,0.0,0.2802263308178219,False,10000.000000084467,3
다사751480,202,0.184568657614442,0.2771945272388622,0.0,0.2771945272388622,False,10000.000151987268,8
다사728448,203,0.18379328802724795,0.276030038051285,0.0,0.276030038051285,False,10000.00011323502,8
다사738470,204,0.18365503787655174,0.2758224069959463,0.0,0.2758224069959463,False,10000.000000016964,15
다사723445,205,0.18323504613090974,0.2751916421906853,0.0,0.2751916421906853,False,10000.00073211275,12
다사741475,206,0.18147024529203531,0.27254117520173177,0.0,0.27254117520173177,False,10000.000000074271,4
다사724452,207,0.18095728600975958,0.2717707870568484,0.0,0.2717707870568484,False,8556.795826110683,6
다사728441,208,0.17933210436460406,0.26933000722115585,0.0,0.26933000722115585,False,9730.875165634076,12
다사730457,209,0.1790232269524863,0.2688661195311582,0.0,0.2688661195311582,False,10000.008828388463,9
다사737456,210,0.17831537804683292,0.26780303631163876,0.0,0.26780303631163876,False,9999.999999996637,3
다사731471,211,0.17596297140012004,0.26427007325747115,0.0,0.26427007325747115,False,9999.99981981338,6
다사734478,212,0.17595774718792914,0.26426222727187876,0.0,0.26426222727187876,False,9999.999999967342,3
다사729474,213,0.17586202944187576,0.26411847352891626,0.0,0.26411847352891626,False,1316.355714575156,2
다사739478,214,0.1755706643129783,0.26368088666989853,0.0,0.26368088666989853,False,9877.86811933511,4
다사722445,215,0.1741340845371038,0.2615233586423269,0.0,0.2615233586423269,False,10000.000000132939,13
다사725444,216,0.17407774605387807,0.2614387466641884,0.0,0.2614387466641884,False,9999.999999962904,4
다사735464,217,0.1732075935417375,0.2601319076951779,0.0,0.2601319076951779,False,10000.000000027285,7
다사736452,218,0.17303025595709223,0.25986557315835684,0.0,0.25986557315835684,False,982.9816426312219,2
다사726440,219,0.1714484705256402,0.2574899679470939,0.0,0.2574899679470939,False,7523.014291987534,6
다사750483,220,0.17058155961186663,0.2561879973741505,0.0,0.2561879973741505,False,10000.000000132253,9
다사738478,221,0.17026082430625217,0.25570630090109964,0.0,0.25570630090109964,False,9998.99132170291,9
다사724454,222,0.16878848146347752,0.25349506209429745,0.0,0.25349506209429745,False,6728.655745114745,6
다사737470,223,0.1687278583991751,0.2534040153160076,0.0,0.2534040153160076,False,10000.000000129668,10
다사741468,224,0.1684163535734176,0.25293618164357096,0.0,0.25293618164357096,False,9999.999999796386,10
다사737466,225,0.16825999387319798,0.2527013527525675,0.0,0.2527013527525675,False,10000.000218974112,4
다사723450,226,0.1681744229395939,0.2525728380047638,0.0,0.2525728380047638,False,7528.178949857643,5
다사749480,227,0.1681027298260005,0.2524651656676203,0.0,0.2524651656676203,False,10000.000000032062,3
다사732450,228,0.16545049773803072,0.24848190963024744,0.0,0.24848190963024744,False,9999.99999997303,9
다사752479,229,0.16544296281097665,0.24847059329642604,0.0,0.24847059329642604,False,10000.00000000899,3
다사733461,230,0.1643287572017524,0.24679722306614035,0.0,0.24679722306614035,False,10000.000000037819,8
다사732461,231,0.16400635103595157,0.24631301721091467,0.0,0.24631301721091467,False,9999.999999972631,10
다사735454,232,0.16319906938267187,0.2451006008715331,0.0,0.2451006008715331,False,9999.998511515103,7
다사737476,233,0.16168075977704682,0.2428203268598283,0.0,0.2428203268598283,False,10000.000041574529,4
다사747482,234,0.16162265229204265,0.24273305810551776,0.0,0.24273305810551776,False,10000.000000076761,4
다사735473,235,0.1600257658355477,0.2403347734125287,0.0,0.2403347734125287,False,10000.000000026559,7
다사750487,236,0.1599145494797643,0.2401677430750864,0.0,0.2401677430750864,False,9389.701196244805,3
다사730475,237,0.1596656283755495,0.23979390079495924,0.0,0.23979390079495924,False,6543.4682158519545,9
다사749486,238,0.1593355901360314,0.23929823270614933,0.0,0.23929823270614933,False,9504.485892313616,4
다사730474,239,0.1593138842312179,0.23926563368256185,0.0,0.23926563368256185,False,9940.771514399647,5
다사743475,240,0.1590510131280621,0.23887084058981348,0.0,0.23887084058981348,False,10000.00000001216,4
다사730471,241,0.15786408845322125,0.23708825719584448,0.0,0.23708825719584448,False,10000.001018028857,7
다사738483,242,0.15759701771058926,0.23668715687252817,0.0,0.23668715687252817,False,2099.655553342973,4
다사735461,243,0.1564344103952748,0.23494109451666362,0.0,0.23494109451666362,False,10000.000000106158,7
다사740483,244,0.15522144374069624,0.23311939996289607,0.0,0.23311939996289607,False,9999.99783825859,5
다사741470,245,0.15478333500067498,0.23246142614091012,0.0,0.23246142614091012,False,9999.999993258754,12
다사734474,246,0.15475129288816042,0.2324133036788138,0.0,0.2324133036788138,False,10000.000000014823,8
다사734463,247,0.1538886156073417,0.23111769138956054,0.0,0.23111769138956054,False,10000.000098456472,14
다사736460,248,0.15378430786545813,0.23096103675722765,0.0,0.23096103675722765,False,10000.000123477264,4
다사735477,249,0.15343158556558553,0.23043130060146041,0.0,0.23043130060146041,False,9999.999523867478,7
다사754481,250,0.15323448107895338,0.23013527913338003,0.0,0.23013527913338003,False,10000.000246434676,5
다사737455,251,0.1522359597990004,0.22863564946866896,0.0,0.22863564946866896,False,9999.999987682015,9
다사738472,252,0.1498894902246409,0.22511160300947178,0.0,0.22511160300947178,False,10000.000000067243,9
다사724448,253,0.1495516919264518,0.22460428047281317,0.0,0.22460428047281317,False,9999.999975476452,6
다사736473,254,0.14860790695946455,0.22318685656606477,0.0,0.22318685656606477,False,10000.000000027616,5
다사736475,255,0.1485397165032528,0.22308444469659505,0.0,0.22308444469659505,False,9999.999999916194,6
다사754477,256,0.14793496184099061,0.222176193616114,0.0,0.222176193616114,False,2693.5434271336553,5
다사727447,257,0.14672447430233132,0.2203582223237825,0.0,0.2203582223237825,False,9999.999949833391,4
다사737478,258,0.14660177324659687,0.2201739436841932,0.0,0.2201739436841932,False,9999.992830487256,5
다사729472,259,0.14445501280198475,0.21694983047759214,0.0,0.21694983047759214,False,9342.864077835777,5
다사746477,260,0.14322210540032326,0.2150981879032242,0.0,0.2150981879032242,False,9494.286355235745,7
다사731475,261,0.14233039918915527,0.2137589785009593,0.0,0.2137589785009593,False,10000.000000006738,10
다사738459,262,0.14094653474866659,0.21168062102519944,0.0,0.21168062102519944,False,8368.334208654898,4
다사725452,263,0.1407117778251884,0.2113280512267263,0.0,0.2113280512267263,False,10000.000000030652,6
다사726454,264,0.14046840648146514,0.21096254385706348,0.0,0.21096254385706348,False,9999.998260847842,4
다사730465,265,0.1394042384693183,0.20936432261602278,0.0,0.20936432261602278,False,10000.000000092303,4
다사732465,266,0.13880306305124782,0.20846144702515304,0.0,0.20846144702515304,False,10000.001605450378,5
다사733477,267,0.13817541002393843,0.20751880602410883,0.0,0.20751880602410883,False,9999.999999944665,7
다사730455,268,0.13758447842444224,0.20663131511709346,0.0,0.20663131511709346,False,10000.000949523732,7
